Name,Calories,FatContent,CarbohydrateContent,ProteinContent,SugarContent,SodiumContent,Images
Citrus Glazed Barbecued Pork Loin,835.8,50.8,47.0,46.7,30.9,3187.2,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/19/9/picyeMlI7.jpg"""
Citrus Chicken,167.7,10.2,3.6,15.3,2.2,46.1,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/0/picj7Zloz.jpg"""
Chinese Plum Sauce,316.1,1.0,79.7,2.8,71.9,295.1,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/3/picOx4nYS.jpg"""
Christmas Cranberry Salad,316.9,15.9,44.9,2.3,35.5,100.3,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/21/1/ZDQGnHD7T6y1qbcy5HxK_DSC_0665.JPG"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/21/1/bGZIkSdZQySHt9FSYaFG_DSC_0661.JPG"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/21/1/hCDvsiS5eJ62vnH7l1Mw_DSC_0666.JPG"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/21/1/picXAbFmF.jpg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/21/1/pichoVubc.jpg"")"
Chocolate Zucchini Bread,501.2,24.2,67.6,6.3,40.9,392.8,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/0/V4O52EGNQlCwno2EDOa4_zucchinnibread3%20(1%20of%201).jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/0/2rp90sY9Q96l93ATXIsR_zucchinnibread1%20(1%20of%201).jpg"", ""https://img.sndimg.com/food/image/upload/v1/img/feed/220/WgGTZM7mSLeMEnLraslw_IMG_4717.JPG"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/0/picuHKLvl.jpg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/0/pic0sEwXu.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/0/ox0bM5LFTvamSUZZrvGJ_zucchinnibread2%20(1%20of%201).jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/0/zrkZ5Dc3RdyIotK1LwV7_IMG_4718.JPG"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/0/NiKUyiO5Tt2T3IQzUpRi_IMG_4717.JPG"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/0/Odj8qst8T1eVOImGOCWg_image.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/0/pic6dBbjd.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/0/picVl9WPD.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/0/picAqmOmd.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/0/picdChvnL.jpg""
)"
Chocolate Chip Muffins,264.6,11.2,38.8,5.0,17.8,139.4,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/1/picmE4uiZ.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/1/picjXaLFo.jpg"")"
Chocolate Tapioca Pudding,230.5,8.4,36.1,5.5,25.3,102.2,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/4/picgOJlqk.jpg"""
Chocolate Pudding,6860.2,60.2,1579.0,118.9,1092.1,3659.8,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/7/picUibSRC.jpg"""
Chocolate Coffee,308.3,19.3,20.3,5.0,11.5,43.5,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/8/picky2WNd.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/8/picABRvk5.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/8/picDRN1ws.jpg"")"
Chocolate Pudding II,305.4,12.6,46.1,5.8,33.5,263.7,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/9/picKWjzxr.jpg"""
Fudgy Chocolate Crinkle Cookies,298.7,11.9,46.8,4.1,32.6,137.7,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/23/0/picnPKYOC.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/23/0/picUzP7gL.jpg"")"
Chocolate Cream Meringue Pie,456.1,23.4,56.4,7.8,34.8,425.1,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/23/2/picoZjAEx.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/23/2/picf5rb8B.jpg"")"
Chicken Giblets or Livers,506.5,27.5,12.5,45.5,2.7,196.5,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/23/8/picWtSDwE.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/23/8/picfXlOXE.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/23/8/picKpI8DV.jpg"")"
Chicken Fried Brown Rice,355.9,9.8,46.2,20.3,4.7,645.2,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/0/picvBXFwb.jpg"""
Amber and Zach's Kisses,42.6,0.0,10.5,0.5,10.4,28.4,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/3/picjGKQRO.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/3/piczjFzcO.jpg"")"
Lee's Hot Crab Dip,180.7,15.2,3.0,8.2,1.8,397.3,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/6/picxbWNQR.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/6/9EIdCEP1QlesimoH26YN_Crab_Dip.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/6/pickTwNB0.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/6/picg4p81W.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/6/picAzsUt2.jpg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/6/pich4edRN.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/6/picbFuxcC.jpg"")"
Grilled Avocado Toast,3807.3,102.6,605.9,126.5,33.6,5279.2,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/7/pPz9Z7FDSAlhXaPL11pe_image.jpg"""
Thai Chicken Curry,572.8,38.6,32.2,27.2,1.8,1163.0,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/25/0/pico7fh1h.jpg"""
Thai Chicken Noodles,616.9,5.0,96.3,43.9,12.4,780.5,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/25/1/picRSGryq.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/25/1/picKpJkP0.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/25/1/picbsZNME.jpg"")"
Sorrel Tarragon Sauce,706.3,62.5,36.3,5.3,11.9,933.4,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/25/2/picY6RiAl.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/25/2/picWdQjhQ.jpg"")"
Twice-Baked Potatoes (Microwave),154.5,9.1,16.1,2.7,0.7,257.0,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/26/6/pic1M4xec.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/26/6/picpBbdpy.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/26/6/picuNLXQU.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/26/6/picCmZPFe.jpg"")"
Twice Baked Potatoes,186.0,8.8,21.6,5.7,1.0,156.8,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/26/7/picmkFSou.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/26/7/267.jpg"")"
Lemon Curried Lamb Chops,381.7,34.1,2.9,15.9,0.8,696.8,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/27/1/picJ4N9BR.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/27/1/picJ4N9BR.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/27/1/picd5otmh.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/27/1/picJ4N9BR.jpg"")"
Lemon Mint Lamb Chops,706.5,62.2,5.5,31.6,1.3,189.7,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/27/2/picdjVM3b.jpg"""
Greek Spinach Triangles,163.2,8.4,18.0,4.0,0.6,264.6,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/27/8/picOW6aES.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/27/8/picbzDHRh.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/27/8/pic7y4ItK.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/27/8/picxXGtum.jpg"")"
Spanish Potato Omelet (Tortilla a la Espanola),848.0,59.1,68.3,14.2,4.7,95.7,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/28/0/Kiww21BfQbyLiesH7KYW_fooddotcom-jan-2017-25.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/28/0/I9R6O1ISQFSmg4RsEDSc_fooddotcom-jan-2017-24.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/28/0/J8L98p8lTxl2TcdMOH2J_fooddotcom-jan-2017-22.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/28/0/SmQab1ahQV6tBXn2CVkW_fooddotcom-jan-2017-23.jpg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/28/0/ZdpDS4AVSE2FhnRrZdvH-1004092_10203207387253375_1973910208_n.jpg"")"
Salt Cod Chowder,295.6,5.0,20.8,40.7,2.3,4410.7,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/28/3/1o1wksRS0aVHRdhmhMtH_codchowder.jpg"""
Blue Jimmy Pillows,462.0,34.3,25.8,12.5,1.2,322.1,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/29/8/picQuJ2iT.jpg"""
Homemade Butter,68.4,7.3,0.6,0.4,0.0,7.5,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/0/picinxOPY.jpg"""
Homemade Butter II,615.8,66.0,5.0,3.7,0.2,71.5,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/1/pic6Vdvil.jpg"""
Thai Citrus Chicken Salad,311.2,3.7,40.9,32.7,26.9,415.4,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/4/picl6Emxi.jpg"""
Fish Chowder,261.0,8.8,20.7,24.4,2.7,769.5,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/9/2ym1pt8Rme5VZDRZVF9G_chowder.JPG"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/9/VRX9ZmK7Sf62Y84IX2ka_image.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/9/UMiQ1gT8TeK9xtIrhrEM_IMG_0862.JPG"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/9/01462900765.jpeg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/9/mwBXqIsXTTiVH7a7otcC_fish_chowder_salad.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/9/vBLL0ckSG6ca8YIxvsJ5_chowder.JPG"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/9/AOL7OIg7T42yeWVmbpnn_chowder.JPG"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/9/picXr5HL6.jpg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/9/pic4YcL6n.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/9/picw6fYFY.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/9/picGDHucd.jpg"")"
Curry Chicken,284.4,15.3,20.4,15.9,2.6,61.3,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/32/2/picQpUTFW.jpg"""
Cheesy Stuffed Acorn Squash,304.8,20.8,27.2,7.4,2.2,292.5,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/32/4/pickoJlvD.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/32/4/pic7zydiv.jpg"")"
Brown Sugar Shortbread,73.0,4.5,7.7,0.7,2.5,32.3,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/33/4/picgJ33Es.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/33/4/picx936Np.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/33/4/picqLrEG1.jpg"")"
Oktoberfest Spinach Strudel,233.2,4.2,38.9,11.1,4.8,453.3,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/33/7/pictaFl4O.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/33/7/pichzycet.jpg"")"
Spinach Phyllo Casserole,140.6,6.1,8.7,12.7,0.8,319.9,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/33/9/pic9tB1YH.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/33/9/picLX0tyP.jpg"")"
Mango Salsa,100.4,0.5,25.8,1.3,21.5,5.8,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/34/0/picqV53Ua.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/34/0/picc5L3G2.jpg"")"
Mashed Sweet Potato Pie,435.2,29.9,37.9,5.0,20.4,399.9,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/34/5/piczgHYHj.jpg"""
Potatoes Tapas in Garlic Mayonnaise (Potatoes Aioli),184.2,9.9,22.8,2.2,2.6,215.4,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/34/6/picMPKws7.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/34/6/pic5zJkG5.jpg"")"
Home-Style Meatballs (Albondigas Caseras),3702.5,268.9,88.8,200.2,17.5,6523.8,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/35/1/picaC0QKB.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/35/1/pic2gOUjv.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/35/1/pic5f2vU5.jpg"")"
Apple Crisp II,218.8,9.3,34.2,2.0,23.2,92.7,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/35/6/picSnjUsF.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/35/6/pican5l5e.jpg"")"
Lemon Chicken,232.5,3.4,23.4,27.2,8.0,140.4,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/36/2/pice12Er8.jpg"""
Zucchini Frittatas II,106.0,5.1,9.1,7.2,5.2,477.9,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/36/4/pic3kR05R.jpg"""
Hazelnut Shortbread Cookies,111.5,7.5,10.4,1.3,4.6,46.4,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/37/1/picj3MWSO.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/37/1/picnMLfcO.jpg"")"
Sweet Potato Pecan Pie,590.0,30.4,73.5,9.2,45.9,405.0,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/37/4/picCdWS5O.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/37/4/picALQI0j.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/37/4/pic0M10DP.jpg"")"
Yellow Squash Frittata,211.5,15.2,4.7,14.4,2.7,370.3,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/37/5/picdEOis2.jpg"""
Yellow Squash Puffs,109.4,1.8,19.6,4.2,2.1,406.6,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/37/6/pic2RoaTx.jpg"""
Sweet Potato-Pecan Pie,323.0,19.6,35.0,3.8,17.3,178.9,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/37/8/XWKevNaCQCqmoshKeOga_sp21500.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/37/8/OxEIMo8GQ8CxtmAZErhN_sp11500.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/37/8/ZFPK7Jc5QoWeYHIV4XZV_sp1500.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/37/8/picDDbS2w.jpg""
)"
Corn Salsa,131.0,2.3,28.0,4.2,6.5,492.9,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/37/9/Et1pC6scTm6jIHssu1Q0_corn%20salsa.JPG"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/37/9/n19208RqSeqFzxYQ45Vy_corn%20salsa.JPG"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/37/9/NSnKEw26RFqnqxkH05LK_corn%20salsa.JPG"")"
Zesty Sweet Potato Pie,291.7,13.4,38.6,5.1,20.3,201.0,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/38/1/picfjZBqb.jpg"""
Avocado Salsa,205.7,14.3,20.6,3.6,1.9,293.9,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/38/2/pic0oH3KX.jpg"""
Iced Mochaccino Smoothie,508.8,26.4,62.1,7.8,40.2,308.9,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/38/4/picOGSTjU.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/38/4/piczr25GY.jpg"")"
Iced Jazzberry Java,204.0,13.1,20.4,2.5,16.4,33.5,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/38/5/picDDfW7R.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/38/5/picDc8voz.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/38/5/picNieDkP.jpg"")"
Chocolate Coffee Ice Cream Soda,91.0,1.1,19.6,1.0,18.2,164.6,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/38/7/picjqCR52.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/38/7/picvriycJ.jpg"")"
Double Chocolate Chunk Biscotti,96.9,4.9,12.8,1.8,6.3,48.2,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/39/7/picQs7E2w.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/39/7/pic6WfK9K.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/39/7/picuSFqBM.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/39/7/picwi6J0R.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/39/7/picGZdnRw.jpg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/39/7/picN5xzmG.jpg"")"
Spaetzle - Hungarian,2944.5,21.6,573.4,96.3,2.6,243.0,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/39/9/5aQRLGRQTig5MppEaLVZ_0S9A8190.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/39/9/bmXA56ACReGun0gv4ZAX_0S9A8185.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/39/9/Us2jVvl2St6lQ22gN7UI_0S9A8199.jpg"")"
Spaetzle - German,372.6,12.3,50.8,13.2,0.5,415.2,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/40/0/picakaFwz.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/40/0/picWAF02k.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/40/0/picoMYajM.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/40/0/picZaybHO.jpg"")"
Iced Cafe Au Lait,79.4,4.5,5.7,4.2,0.0,66.0,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/40/4/ZDWQhfbSLOcYpDo7758G-DSC_0283.JPG"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/40/4/1506x9lPRCe2r8v0i0hA-iced-latte.JPG"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/40/4/cMiq9Ta7QCS3Dt44CFIl-DSC_0286.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/40/4/pic3oQ26X.jpg""
)"
Coffee Punch with Ice Cream Floats,240.4,19.5,15.6,2.5,13.3,49.3,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/40/7/pic7wErd5.jpg"""
